       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.101652163857E+03   -0.10165E+03   -0.62332E+02 17644   0.425E+01    0.828E+00
RMM:   2    -0.989721807461E+02    0.26800E+01   -0.13311E+01 17960   0.100E+01    0.129E+00
RMM:   3    -0.990105827792E+02   -0.38402E-01   -0.93133E-01 18854   0.194E+00    0.797E-01
RMM:   4    -0.990130970346E+02   -0.25143E-02   -0.35347E-02 18670   0.351E-01    0.241E-01
RMM:   5    -0.990135010342E+02   -0.40400E-03   -0.22645E-03 18864   0.977E-02    0.673E-02
RMM:   6    -0.990134108229E+02    0.90211E-04   -0.12175E-03 18260   0.994E-02    0.221E-02
RMM:   7    -0.990133977697E+02    0.13053E-04   -0.82215E-05 18054   0.222E-02    0.479E-03
RMM:   8    -0.990133962740E+02    0.14956E-05   -0.90792E-06 10394   0.918E-03
   1 F= -.99013396E+02 E0= -.99011126E+02  d E =-.681179E-02
