1.0e-20 47.07663117817689
1 47.03105249353596
2 47.011651442805714
3 46.99641594817002
4 46.98328409974288
5 46.97146504058721
6 46.960557086476506
7 46.950323938181135
8 46.94061315060185
9 46.93131989960539
10 46.92236862812475
20 46.84358668734868
40 46.707923005578415
60 46.578327833164195
80 46.44706924756739
100 46.31285758914334
120 46.175972864742015
140 46.036888581208736
160 45.895989786044375
180 45.75355090831345
200 45.609760339479045
220 45.46474569506293
240 45.318592505319295
260 45.171356957576045
280 45.0230744456584
300 44.87376531361025
320 44.723438754188
340 44.572095489957626
360 44.41972962812798
380 44.26632998573964
400 44.1118810135624
420 43.95636346369904
440 43.799754859605606
460 43.64202983475383
480 43.48316036078202
500 43.32311590090411
520 43.16186350847755
540 42.99936785825224
560 42.83559126873954
580 42.670493658955074
600 42.50403250106263
620 42.33616273414157
640 42.16683665329864
660 41.99600378476864
680 41.823610724389304
700 41.64960096354259
720 41.473914680149754
740 41.29648851056133
760 41.11725528358678
780 40.93614373099192
800 40.75307815932141
820 40.567978076461095
840 40.38075778116631
860 40.191325893159735
880 39.99958483740948
900 39.8054302449153
920 39.608750294068095
940 39.40942495123514
960 39.2073251102124
980 39.00231161486826
1000 38.79423414082452
