1.0e-20 2.9442293844834704
1 2.94444206497347
2 2.94453458951347
3 2.94460851199347
4 2.94467322427347
5 2.94473229494347
6 2.9447875195434703
7 2.9448399442934705
8 2.9448902376834702
9 2.9449388550534703
10 2.94498612170347
20 2.9454193069134704
40 2.94624052460347
60 2.9470902782834703
80 2.9479695374634702
100 2.94887018999347
120 2.9497876888534704
140 2.9507197813434702
160 2.9516654014634702
180 2.95262411621347
200 2.95359585470347
220 2.9545807703734703
240 2.95557916775347
260 2.95659146237347
280 2.9576181583834704
300 2.9586598365134704
320 2.9597171481534703
340 2.96079081348347
360 2.96188162237347
380 2.9629904374334703
400 2.96411819880347
420 2.96526593065347
440 2.9664347492434704
460 2.9676258727534703
480 2.9688406329734702
500 2.97008048927347
520 2.9713470451034705
540 2.9726420675434704
560 2.97396751074347
580 2.97532554373347
600 2.97671858415347
620 2.97814933893347
640 2.9796208541034703
660 2.98113657610347
680 2.9827004280934704
700 2.98431690585347
720 2.98599119990347
740 2.9877293529434703
760 2.98953846597347
780 2.9914269726434704
800 2.9934050117234703
820 2.9954849436134703
840 2.9976820855334703
860 3.0000157893834705
880 3.00251107923347
900 3.0052012484934703
920 3.00813220446347
940 3.0113702455934703
960 3.0150172880834702
980 3.0192446395834702
1000 3.0243834839434705
