1.0e-20 -3.6918288609130925
1 -3.691840506043879
2 -3.6918454115081456
3 -3.691849247807002
4 -3.6918525444041075
5 -3.691855503903365
6 -3.6918582289668045
7 -3.6918607798411394
8 -3.6918631952985597
9 -3.6918655019349194
10 -3.691867718872994
20 -3.6918871902774404
40 -3.6919844220564944
60 -3.692489448449923
80 -3.6936998408503525
100 -3.6956896571655107
120 -3.6984314100850493
140 -3.7018685121615076
160 -3.7059410963745565
180 -3.7105939761368556
200 -3.7157784907436664
220 -3.7214523456178923
240 -3.727578872374056
260 -3.7341262002037983
280 -3.741066498142347
300 -3.7483753285358667
320 -3.7560311103903588
340 -3.764014678495463
360 -3.772308922002827
380 -3.780898487552744
400 -3.7897695344183004
420 -3.7989095315033063
440 -3.8083070880839784
460 -3.817951811867049
480 -3.8278341892681045
500 -3.837945483865125
520 -3.8482776498019557
540 -3.8588232575629027
560 -3.869575430049855
580 -3.8805277872678103
600 -3.8916743982619444
620 -3.903009739198885
640 -3.9145286566476303
660 -3.9262263353306928
680 -3.9380982696999505
700 -3.9501402388136038
720 -3.9623482840827013
740 -3.9747186895100017
760 -3.9872479641153618
780 -3.9999328262864493
800 -4.012770189824341
820 -4.025757151502439
840 -4.038890979979594
860 -4.0521691059275025
880 -4.065589113257435
900 -4.079148731358431
920 -4.092845828258696
940 -4.106678404645198
960 -4.1206445887031045
980 -4.134742631720208
1000 -4.148970904429885
