0.5 75.13842605214117
1.5 32.17098217621955
2.5 25.382498983067727
3.5 21.97205361225555
4.5 19.854243245889666
5.5 18.3914316690573
6.5 17.313007684244873
7.5 16.48196443269286
8.5 15.820615567218761
9.5 15.281267474330074
15.0 13.612203276039331
30.0 12.033455385322485
50.0 11.841890958383265
70.0 12.14960207232175
90.0 12.457066649366611
110.0 12.702387204685246
130.0 12.898349437860475
150.0 13.0616865554266
170.0 13.204195776191735
190.0 13.333470942387072
210.0 13.454375713948002
230.0 13.5700857117628
250.0 13.682732274622884
270.0 13.793787624522452
290.0 13.90430148758284
310.0 14.015045361033659
330.0 14.126604478374214
350.0 14.239436721640798
370.0 14.353912090620872
390.0 14.470339728597498
410.0 14.588986004316485
430.0 14.710086955482002
450.0 14.833858204656774
470.0 14.96050195879367
490.0 15.090212258761342
510.0 15.223178479097088
530.0 15.359588438986506
550.0 15.499632679502241
570.0 15.643504658292766
590.0 15.791403082532199
610.0 15.943535992005588
630.0 16.10011881492361
650.0 16.26137883960834
670.0 16.427555992350392
690.0 16.59890400399609
710.0 16.77569313185179
730.0 16.958211326365994
750.0 17.14676656424325
770.0 17.34168957046932
790.0 17.543335373749237
810.0 17.75208641736608
830.0 17.96835605895973
850.0 18.192591681342495
870.0 18.42527819229512
890.0 18.666943274101072
910.0 18.918161855525867
930.0 19.17956136132544
950.0 19.451829683891983
970.0 19.735721793926007
990.0 20.03206771196129
