 Fermi:  0.0
 DOS:Total
0.1536	0.0000
0.1815	0.0049
0.2094	0.0049
0.2373	0.0049
0.2653	0.0049
0.2932	0.0099
0.3211	0.0049
0.3490	0.0049
0.3770	0.0049
0.4049	0.0099
0.4328	0.0000
0.4607	0.0099
0.4887	0.0198
0.5166	0.0049
0.5445	0.0148
0.5724	0.0148
0.6004	0.0099
0.6283	0.0247
0.6562	0.0198
0.6841	0.0198
0.7120	0.0296
0.7400	0.0247
0.7679	0.0049
0.7958	0.0296
0.8237	0.0148
0.8517	0.0247
0.8796	0.0148
0.9075	0.0296
0.9354	0.0198
0.9634	0.0247
0.9913	0.0198
1.0192	0.0198
1.0471	0.0445
1.0751	0.0346
1.1030	0.0494
1.1309	0.0395
1.1588	0.0593
1.1867	0.0543
1.2147	0.0840
1.2426	0.0593
1.2705	0.0889
1.2984	0.0790
1.3264	0.0741
1.3543	0.0790
1.3822	0.0938
1.4101	0.1087
1.4381	0.1580
1.4660	0.0741
1.4939	0.0840
1.5218	0.1778
1.5498	0.1482
1.5777	0.1531
1.6056	0.2025
1.6335	0.1729
1.6614	0.2124
1.6894	0.2371
1.7173	0.2568
1.7452	0.2815
1.7731	0.2914
1.8011	0.3260
1.8290	0.3260
1.8569	0.4050
1.8848	0.4643
1.9128	0.5729
1.9407	0.5383
1.9686	0.4791
1.9965	0.4741
2.0244	0.5235
2.0524	0.5136
2.0803	0.5383
2.1082	0.5383
2.1361	0.5581
2.1641	0.4890
2.1920	0.5581
2.2199	0.5532
2.2478	0.4396
2.2758	0.5334
2.3037	0.5087
2.3316	0.4445
2.3595	0.4001
2.3875	0.4643
2.4154	0.4939
2.4433	0.4396
2.4712	0.5680
2.4991	0.4593
2.5271	0.5087
2.5550	0.4544
2.5829	0.3951
2.6108	0.4099
2.6388	0.3902
2.6667	0.3655
2.6946	0.3902
2.7225	0.3852
2.7505	0.3605
2.7784	0.3013
2.8063	0.3408
2.8342	0.3309
2.8622	0.3260
2.8901	0.3605
2.9180	0.3309
2.9459	0.3210
2.9738	0.2667
3.0018	0.3161
3.0297	0.2519
3.0576	0.3062
3.0855	0.2371
3.1135	0.2815
3.1414	0.2618
3.1693	0.2766
3.1972	0.2568
3.2252	0.2716
3.2531	0.2420
3.2810	0.2074
3.3089	0.1679
3.3369	0.1087
3.3648	0.1185
3.3927	0.1284
3.4206	0.1235
3.4485	0.2469
3.4765	0.2914
3.5044	0.3062
3.5323	0.2963
3.5602	0.4692
3.5882	0.4840
3.6161	0.5877
3.6440	0.5038
3.6719	0.6816
3.6999	0.6026
3.7278	0.6865
3.7557	0.6766
3.7836	0.6865
3.8115	0.5482
3.8395	0.4297
3.8674	0.3754
3.8953	0.2865
3.9232	0.3408
3.9512	0.2519
3.9791	0.2321
4.0070	0.1580
4.0349	0.1729
4.0629	0.0840
4.0908	0.0642
4.1187	0.0642
4.1466	0.0346
4.1746	0.0000
 DOS:Ag	2
0.1536	0.0000	0.0000	0.0000
0.1815	0.0018	0.0003	0.0028
0.2094	0.0001	0.0041	0.0007
0.2373	0.0029	0.0021	0.0000
0.2653	0.0004	0.0005	0.0040
0.2932	0.0045	0.0001	0.0053
0.3211	0.0023	0.0025	0.0002
0.3490	0.0001	0.0017	0.0032
0.3770	0.0002	0.0009	0.0039
0.4049	0.0076	0.0007	0.0017
0.4328	0.0000	0.0000	0.0000
0.4607	0.0002	0.0048	0.0049
0.4887	0.0089	0.0091	0.0017
0.5166	0.0030	0.0019	0.0000
0.5445	0.0056	0.0090	0.0002
0.5724	0.0054	0.0040	0.0054
0.6004	0.0002	0.0042	0.0055
0.6283	0.0062	0.0067	0.0118
0.6562	0.0096	0.0072	0.0029
0.6841	0.0050	0.0109	0.0039
0.7120	0.0144	0.0055	0.0097
0.7400	0.0038	0.0096	0.0112
0.7679	0.0018	0.0002	0.0030
0.7958	0.0132	0.0066	0.0099
0.8237	0.0032	0.0093	0.0024
0.8517	0.0033	0.0134	0.0080
0.8796	0.0083	0.0012	0.0053
0.9075	0.0103	0.0100	0.0094
0.9354	0.0094	0.0063	0.0041
0.9634	0.0053	0.0119	0.0075
0.9913	0.0055	0.0055	0.0088
1.0192	0.0002	0.0080	0.0115
1.0471	0.0239	0.0077	0.0128
1.0751	0.0078	0.0138	0.0130
1.1030	0.0081	0.0301	0.0111
1.1309	0.0119	0.0123	0.0153
1.1588	0.0242	0.0125	0.0226
1.1867	0.0140	0.0115	0.0289
1.2147	0.0184	0.0195	0.0460
1.2426	0.0202	0.0222	0.0169
1.2705	0.0254	0.0309	0.0326
1.2984	0.0365	0.0236	0.0189
1.3264	0.0300	0.0313	0.0127
1.3543	0.0146	0.0306	0.0338
1.3822	0.0342	0.0357	0.0239
1.4101	0.0207	0.0446	0.0433
1.4381	0.0685	0.0548	0.0348
1.4660	0.0248	0.0171	0.0321
1.4939	0.0282	0.0393	0.0164
1.5218	0.0632	0.0490	0.0656
1.5498	0.0558	0.0513	0.0411
1.5777	0.0558	0.0369	0.0604
1.6056	0.0856	0.0542	0.0628
1.6335	0.0630	0.0591	0.0507
1.6614	0.0686	0.0549	0.0889
1.6894	0.0905	0.0845	0.0621
1.7173	0.0950	0.0796	0.0822
1.7452	0.0849	0.0896	0.1070
1.7731	0.1002	0.0916	0.0996
1.8011	0.1284	0.1035	0.0940
1.8290	0.0780	0.1247	0.1232
1.8569	0.1331	0.1376	0.1343
1.8848	0.1427	0.1724	0.1492
1.9128	0.1844	0.1956	0.1929
1.9407	0.1842	0.1915	0.1626
1.9686	0.1472	0.1583	0.1735
