       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.912428933156E+02   -0.91243E+02   -0.58997E+02 17463   0.450E+01    0.729E+00
RMM:   2    -0.896961643538E+02    0.15467E+01   -0.12538E+01 17819   0.118E+01    0.120E+00
RMM:   3    -0.896926180642E+02    0.35463E-02   -0.15513E-01 18274   0.734E-01    0.648E-01
RMM:   4    -0.896928128233E+02   -0.19476E-03   -0.33177E-02 18169   0.575E-01    0.191E-01
RMM:   5    -0.896922596140E+02    0.55321E-03   -0.76566E-03 18159   0.309E-01    0.505E-02
RMM:   6    -0.896922226609E+02    0.36953E-04   -0.89898E-05 18336   0.256E-02    0.307E-02
RMM:   7    -0.896921973791E+02    0.25282E-04   -0.12661E-04 18222   0.370E-02    0.312E-03
RMM:   8    -0.896921936467E+02    0.37325E-05   -0.38694E-06 10078   0.515E-03
   1 F= -.89692194E+02 E0= -.89687967E+02  d E =-.126791E-01
