       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.912424622498E+02   -0.91242E+02   -0.58996E+02 17468   0.450E+01    0.729E+00
RMM:   2    -0.896961413685E+02    0.15463E+01   -0.12538E+01 17818   0.118E+01    0.120E+00
RMM:   3    -0.896926171798E+02    0.35242E-02   -0.15511E-01 18268   0.735E-01    0.648E-01
RMM:   4    -0.896928353527E+02   -0.21817E-03   -0.33380E-02 18159   0.576E-01    0.192E-01
RMM:   5    -0.896922610098E+02    0.57434E-03   -0.77900E-03 18147   0.311E-01    0.514E-02
RMM:   6    -0.896922232731E+02    0.37737E-04   -0.90999E-05 18353   0.260E-02    0.311E-02
RMM:   7    -0.896921973664E+02    0.25907E-04   -0.12628E-04 18235   0.370E-02    0.311E-03
RMM:   8    -0.896921936662E+02    0.37002E-05   -0.44471E-06 10080   0.567E-03
   1 F= -.89692194E+02 E0= -.89687967E+02  d E =-.126791E-01
