       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.998617167728E+02   -0.99862E+02   -0.61459E+02 17641   0.422E+01    0.817E+00
RMM:   2    -0.972326236597E+02    0.26291E+01   -0.13338E+01 17979   0.993E+00    0.127E+00
RMM:   3    -0.972745030397E+02   -0.41879E-01   -0.93750E-01 18898   0.192E+00    0.799E-01
RMM:   4    -0.972770321041E+02   -0.25291E-02   -0.36020E-02 18594   0.365E-01    0.232E-01
RMM:   5    -0.972773900636E+02   -0.35796E-03   -0.24766E-03 18941   0.982E-02    0.660E-02
RMM:   6    -0.972773130182E+02    0.77045E-04   -0.12847E-03 18245   0.102E-01    0.242E-02
RMM:   7    -0.972772976247E+02    0.15394E-04   -0.97918E-05 18628   0.256E-02    0.466E-03
RMM:   8    -0.972772963843E+02    0.12404E-05   -0.84842E-06 10409   0.827E-03
   1 F= -.97277296E+02 E0= -.97275118E+02  d E =-.653591E-02
