       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.895151539993E+02   -0.89515E+02   -0.57112E+02 17457   0.441E+01    0.691E+00
RMM:   2    -0.881775058895E+02    0.13376E+01   -0.12026E+01 17821   0.114E+01    0.122E+00
RMM:   3    -0.881721289082E+02    0.53770E-02   -0.16690E-01 18301   0.759E-01    0.650E-01
RMM:   4    -0.881721765900E+02   -0.47682E-04   -0.38084E-02 18165   0.615E-01    0.196E-01
RMM:   5    -0.881714842453E+02    0.69234E-03   -0.87596E-03 18167   0.325E-01    0.560E-02
RMM:   6    -0.881714378534E+02    0.46392E-04   -0.11906E-04 18472   0.287E-02    0.338E-02
RMM:   7    -0.881714047603E+02    0.33093E-04   -0.17320E-04 18228   0.433E-02    0.384E-03
RMM:   8    -0.881714012726E+02    0.34877E-05   -0.35615E-06 10170   0.423E-03
   1 F= -.88171401E+02 E0= -.88166403E+02  d E =-.149957E-01
