       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.895157450149E+02   -0.89516E+02   -0.57113E+02 17455   0.441E+01    0.691E+00
RMM:   2    -0.881775144761E+02    0.13382E+01   -0.12026E+01 17818   0.114E+01    0.122E+00
RMM:   3    -0.881721329665E+02    0.53815E-02   -0.16680E-01 18306   0.759E-01    0.651E-01
RMM:   4    -0.881721744302E+02   -0.41464E-04   -0.38086E-02 18161   0.615E-01    0.196E-01
RMM:   5    -0.881714829137E+02    0.69152E-03   -0.87233E-03 18149   0.324E-01    0.556E-02
RMM:   6    -0.881714372747E+02    0.45639E-04   -0.11920E-04 18476   0.286E-02    0.335E-02
RMM:   7    -0.881714048286E+02    0.32446E-04   -0.17450E-04 18239   0.435E-02    0.407E-03
RMM:   8    -0.881714012415E+02    0.35870E-05   -0.31213E-06 10160   0.373E-03
   1 F= -.88171401E+02 E0= -.88166403E+02  d E =-.149957E-01
