       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.921859765114E+02   -0.92186E+02   -0.60959E+02 17379   0.460E+01    0.764E+00
RMM:   2    -0.904368901373E+02    0.17491E+01   -0.12914E+01 17770   0.122E+01    0.115E+00
RMM:   3    -0.904361549011E+02    0.73524E-03   -0.14322E-01 18247   0.696E-01    0.643E-01
RMM:   4    -0.904365637518E+02   -0.40885E-03   -0.27633E-02 18166   0.522E-01    0.184E-01
RMM:   5    -0.904361752753E+02    0.38848E-03   -0.64696E-03 18144   0.288E-01    0.451E-02
RMM:   6    -0.904361479058E+02    0.27370E-04   -0.70132E-05 17460   0.233E-02    0.266E-02
RMM:   7    -0.904361325315E+02    0.15374E-04   -0.80485E-05 18057   0.292E-02    0.328E-03
RMM:   8    -0.904361287771E+02    0.37544E-05   -0.49958E-06 10069   0.661E-03
   1 F= -.90436129E+02 E0= -.90431850E+02  d E =-.128364E-01
