       N       E                     dE             d eps       ncg     rms          rms(c)
RMM:   1    -0.921861402247E+02   -0.92186E+02   -0.60960E+02 17374   0.460E+01    0.764E+00
RMM:   2    -0.904368889439E+02    0.17493E+01   -0.12913E+01 17766   0.122E+01    0.115E+00
RMM:   3    -0.904361584106E+02    0.73053E-03   -0.14315E-01 18248   0.696E-01    0.643E-01
RMM:   4    -0.904365634169E+02   -0.40501E-03   -0.27650E-02 18170   0.523E-01    0.184E-01
RMM:   5    -0.904361725628E+02    0.39085E-03   -0.64183E-03 18151   0.287E-01    0.444E-02
RMM:   6    -0.904361491117E+02    0.23451E-04   -0.66673E-05 16494   0.219E-02    0.271E-02
RMM:   7    -0.904361324118E+02    0.16700E-04   -0.84944E-05 18123   0.299E-02    0.321E-03
RMM:   8    -0.904361289204E+02    0.34914E-05   -0.49725E-06 10078   0.660E-03
   1 F= -.90436129E+02 E0= -.90431850E+02  d E =-.128363E-01
