1.0e-20 -1.934767811733544
1 -1.9347869176239076
2 -1.9347947868075634
3 -1.9348008726372303
4 -1.9348060539615342
5 -1.9348106659864268
6 -1.9348148780063672
7 -1.9348187890336737
8 -1.934822462567738
9 -1.9348259420281029
10 -1.9348292586085023
20 -1.9348581138546344
40 -1.9350675602587903
60 -1.9359678543443106
80 -1.9378090585204912
100 -1.940574883174855
120 -1.944180449983199
140 -1.9485362629789156
160 -1.9535631395010922
180 -1.9591940075699323
200 -1.9653725183573063
220 -1.9720511559557103
240 -1.9791895318504256
260 -1.9867529920357243
280 -1.9947115135036921
300 -2.0030388348986614
320 -2.0117117678603744
340 -2.0207096450292164
360 -2.030013870145857
380 -2.039607543233234
400 -2.0494751392276043
420 -2.059602221784472
440 -2.069975175471094
460 -2.080580938935778
480 -2.0914067184847482
500 -2.1024396542738315
520 -2.113666397467502
540 -2.1250725300512903
560 -2.136641706967358
580 -2.1483542924830497
600 -2.1601850233362985
620 -2.172098644503359
640 -2.184040826399162
660 -2.195916188325781
680 -2.2075208609500123
700 -2.218209075801508
